TEXT
81	501
-55	-99
128	-256
-133	96
265	-108
305	-122
-299	-159
54	-205
-252	118
-215	134
37	-128
-940	-447
-996	-278
-200	124
230	-257
406	-114
367	338
31	-131
-256	0
31	131
367	-338
406	114
230	257
-200	-124
-996	278
-940	447
37	128
-215	-134
-252	-118
54	205
-299	159
305	122
265	108
-133	-96
128	256
-55	99
81	-501
-107	-189
-62	-21
349	21
182	156
263	-229
218	-128
419	-159
-19	-470
-399	202
132	76
-408	-709
371	75
631	839
-640	512
-129	131
-402	491
-475	491
123	-28
-217	-179
256	156
286	356
-527	-181
-187	-271
100	121
-24	155
-114	403
-12	63
312	-518
471	-90
512	0
471	90
312	518
-12	-63
-114	-403
-24	-155
100	-121
-187	271
-527	181
286	-356
256	-156
-217	179
123	28
-475	-491
-402	-491
-129	-131
-640	-512
-219	-299
241	382
498	72
163	28
-161	33
82	-306
-238	78
15	181
334	36
434	28
-69	-578
-685	-403
462	224
0	-355
-318	-745
768	0
-318	745
0	355
462	-224
-685	403
-69	578
434	-28
334	-36
15	-181
-238	-78
82	306
-161	-33
163	-28
498	-72
241	-382
-219	299
-640	512
-129	131
-402	491
-475	491
123	-28
-217	-179
256	156
286	356
-527	-181
-187	-271
100	121
-24	155
-114	403
-12	63
312	-518
471	-90
256	0
-84	-128
-208	-25
-725	555
65	792
74	426
-365	-231
897	-590
271	-53
-145	402
282	-204
-371	-639
260	-290
285	-189
57	-211
503	37
384	0
503	-37
57	211
285	189
260	290
-371	639
282	204
-145	-402
271	53
897	590
-365	231
74	-426
65	-792
-725	-555
-208	25
-84	128
256	0
168	131
-367	66
-65	29
-171	262
-464	-42
-43	-339
80	239
-271	309
87	-477
-22	-366
-436	354
358	321
254	106
-356	252
-59	243
128	0
-59	-243
-356	-252
254	-106
358	-321
-436	-354
-22	366
87	477
-271	-309
80	-239
-43	339
-464	42
-171	-262
-65	-29
-367	-66
168	-131
256	0
-84	-128
-208	-25
-725	555
65	792
74	426
-365	-231
897	-590
271	-53
-145	402
282	-204
-371	-639
260	-290
285	-189
57	-211
503	37
-128	256
527	-204
-114	-448
-281	-546
564	-583
501	345
185	20
-25	-348
37	309
-394	-299
-440	-290
380	410
75	67
219	400
658	418
75	-538
-256	0
75	538
658	-418
219	-400
75	-67
380	-410
-440	290
-394	299
37	-309
-25	348
185	-20
501	-345
564	583
-281	546
-114	448
527	204
-128	-256
-337	85
-234	-22
-63	-23
-202	-109
-428	-528
244	-79
391	-112
218	-53
-166	73
-352	-792
19	-435
-437	263
-347	210
52	134
-69	-370
0	0
-69	370
52	-134
-347	-210
-437	-263
19	435
-352	792
-166	-73
218	53
391	112
244	79
-428	528
-202	109
-63	23
-234	22
-337	-85
-128	256
527	-204
-114	-448
-281	-546
564	-583
501	345
185	20
-25	-348
37	309
-394	-299
-440	-290
380	410
75	67
219	400
658	418
75	-538
-256	128
-138	-201
207	-446
70	150
385	511
268	282
-54	95
-12	-199
128	-90
-45	285
-102	514
323	326
106	-384
100	-183
413	130
-220	-475
-768	0
-220	475
413	-130
100	183
106	384
323	-326
-102	-514
-45	-285
128	90
-12	199
-54	-95
268	-282
385	-511
70	-150
207	446
-138	201
-256	-128
-361	-464
-1113	-463
-236	83
51	-255
-196	-420
233	175
-434	108
128	90
407	-53
-76	-393
634	214
-31	128
-242	-652
491	-166
81	432
-256	0
81	-432
491	166
-242	652
-31	-128
634	-214
-76	393
407	53
128	-90
-434	-108
233	-175
-196	420
51	255
-236	-83
-1113	463
-361	464
-256	128
-138	-201
207	-446
70	150
385	511
268	282
-54	95
-12	-199
128	-90
-45	285
-102	514
323	326
106	-384
100	-183
413	130
-220	-475
0	-640
-42	-316
236	328
-127	-43
343	-260
137	204
-471	-489
286	-606
-53	346
-533	457
8	546
-140	42
-46	-171
273	1
-13	-360
-234	181
-256	0
-234	-181
-13	360
273	-1
-46	171
-140	-42
8	-546
-533	-457
-53	-346
286	606
-471	489
137	-204
343	260
-127	43
236	-328
-42	316
0	640
-24	-253
-729	-470
-302	2
-268	-358
-605	-245
117	-7
591	35
309	165
-344	113
-166	342
608	-1
483	65
157	39
-5	-443
301	389
768	0
301	-389
-5	443
157	-39
483	-65
608	1
-166	-342
-344	-113
309	-165
591	-35
117	7
-605	245
-268	358
-302	-2
-729	470
-24	253
0	-640
-42	-316
236	328
-127	-43
343	-260
137	204
-471	-489
286	-606
-53	346
-533	457
8	546
-140	42
-46	-171
273	1
-13	-360
-234	181
-768	384
-178	-330
9	-633
-74	97
-263	-235
-87	-109
547	171
44	-640
128	-346
145	-162
-290	-641
-407	294
-583	541
277	-344
77	-508
62	-432
1024	0
62	432
77	508
277	344
-583	-541
-407	-294
-290	641
145	162
128	346
44	640
547	-171
-87	109
-263	235
-74	-97
9	633
-178	330
-768	-384
265	248
440	404
-455	-108
-67	-276
54	-32
322	307
585	66
128	-165
59	-50
295	-115
274	-75
-109	-29
-305	-28
-377	67
-259	-11
0	0
-259	11
-377	-67
-305	28
-109	29
274	75
295	115
59	50
128	165
585	-66
322	-307
54	32
-67	276
-455	108
440	-404
265	-248
-768	384
-178	-330
9	-633
-74	97
-263	-235
-87	-109
547	171
44	-640
128	-346
145	-162
-290	-641
-407	294
-583	541
277	-344
77	-508
62	-432
128	-128
150	-176
249	-417
157	-305
-104	4
89	339
145	-262
126	-213
-362	346
-489	-249
-68	-67
239	530
340	427
-284	735
78	353
265	-555
-384	0
265	555
78	-353
-284	-735
340	-427
239	-530
-68	67
-489	249
-362	-346
126	213
145	262
89	-339
-104	-4
157	305
249	417
150	176
128	128
-75	565
-13	197
-689	-56
-438	102
471	335
-47	397
283	-294
362	165
-312	449
-29	-459
145	106
202	190
-129	-112
-314	812
50	627
128	0
50	-627
-314	-812
-129	112
202	-190
145	-106
-29	459
-312	-449
362	-165
283	294
-47	-397
471	-335
-438	-102
-689	56
-13	-197
-75	-565
128	-128
150	-176
249	-417
157	-305
-104	4
89	339
145	-262
126	-213
-362	346
-489	-249
-68	-67
239	530
340	427
-284	735
78	353
265	-555
0	384
-132	-252
182	-18
-16	535
-508	152
16	330
348	-10
192	-200
-490	271
-437	-193
-63	154
-303	324
369	-959
575	-597
150	236
-25	-293
-256	0
-25	293
150	-236
575	597
369	959
-303	-324
-63	-154
-437	193
-490	-271
192	200
348	10
16	-330
-508	-152
-16	-535
182	18
-132	252
0	-384
-248	-42
11	156
101	224
-35	-2
298	-575
265	-323
402	-437
234	-271
37	44
-188	-489
-485	-2
173	84
-187	-547
-706	-97
210	63
768	0
210	-63
-706	97
-187	547
173	-84
-485	2
-188	489
37	-44
234	271
402	437
265	323
298	575
-35	2
101	-224
11	-156
-248	42
0	384
-132	-252
182	-18
-16	535
-508	152
16	330
348	-10
192	-200
-490	271
-437	-193
-63	154
-303	324
369	-959
575	-597
150	236
-25	-293
0	-256
-261	-161
466	-500
-17	-282
-834	385
148	-214
-84	-530
-144	-195
165	21
-66	110
524	32
432	141
-81	-106
204	94
469	640
-203	107
-896	0
-203	-107
469	-640
204	-94
-81	106
432	-141
524	-32
-66	-110
165	-21
-144	195
-84	530
148	214
-834	-385
-17	282
466	500
-261	161
0	256
-451	-43
-348	104
-97	249
-401	51
175	242
6	34
-160	282
346	746
287	86
65	-678
275	-671
293	31
-396	38
-74	-162
277	523
-128	0
277	-523
-74	162
-396	-38
293	-31
275	671
65	678
287	-86
346	-746
-160	-282
6	-34
175	-242
-401	-51
-97	-249
-348	-104
-451	43
0	-256
-261	-161
466	-500
-17	-282
-834	385
148	-214
-84	-530
-144	-195
165	21
-66	110
524	32
432	141
-81	-106
204	94
469	640
-203	107
0	-384
-254	-26
-144	-179
-150	-43
-277	525
-226	154
0	-289
107	337
-671	90
-302	-13
499	724
375	93
433	-134
-327	107
-434	-379
-129	-83
-512	0
-129	83
-434	379
-327	-107
433	134
375	-93
499	-724
-302	13
-671	-90
107	-337
0	289
-226	-154
-277	-525
-150	43
-144	179
-254	26
0	384
-196	171
-375	-613
150	-163
864	92
386	-90
-130	639
675	362
415	-90
-203	241
-156	-13
133	167
515	240
-340	-118
-281	-51
303	-245
0	0
303	245
-281	51
-340	118
515	-240
133	-167
-156	13
-203	-241
415	90
675	-362
-130	-639
386	90
864	-92
150	163
-375	613
-196	-171
0	-384
-254	-26
-144	-179
-150	-43
-277	525
-226	154
0	-289
107	337
-671	90
-302	-13
499	724
375	93
433	-134
-327	107
-434	-379
-129	-83
-512	512
-56	142
7	-175
-299	606
-169	-44
-451	-441
185	120
797	-258
218	106
-303	326
-254	-596
142	-80
80	545
307	-10
824	-66
368	105
-128	0
368	-105
824	66
307	10
80	-545
142	80
-254	596
-303	-326
218	-106
797	258
185	-120
-451	441
-169	44
-299	-606
7	175
-56	-142
-512	-512
-273	337
-183	356
208	154
-267	150
-455	-24
445	60
59	-410
37	-618
114	201
135	415
487	142
-155	72
59	-148
-136	-114
-706	124
-384	0
-706	-124
-136	114
59	148
-155	-72
487	-142
135	-415
114	-201
37	618
59	410
445	-60
-455	24
-267	-150
208	-154
-183	-356
-273	-337
-512	512
-56	142
7	-175
-299	606
-169	-44
-451	-441
185	120
797	-258
218	106
-303	326
-254	-596
142	-80
80	545
307	-10
824	-66
368	105
-384	256
-553	9
-517	-959
33	32
-20	332
-619	-328
111	277
418	392
37	128
426	178
241	119
156	-137
285	-415
-426	-499
-42	-89
775	554
768	0
775	-554
-42	89
-426	499
285	415
156	137
241	-119
426	-178
37	-128
418	-392
111	-277
-619	328
-20	-332
33	-32
-517	959
-553	-9
-384	-256
185	-53
197	-111
-170	273
20	-1
-262	-178
-264	-345
419	5
218	128
-67	-292
274	536
196	142
-285	-277
-356	293
0	-258
-156	-85
-512	0
-156	85
0	258
-356	-293
-285	277
196	-142
274	-536
-67	292
218	-128
419	-5
-264	345
-262	178
20	1
-170	-273
197	111
185	53
-384	256
-553	9
-517	-959
33	32
-20	332
-619	-328
111	277
418	392
37	128
426	178
241	119
156	-137
285	-415
-426	-499
-42	-89
775	554
0	384
-28	-85
-322	-80
-307	229
-394	532
-257	347
370	-560
-99	184
0	399
403	-491
285	354
601	371
78	-461
-269	-228
-46	-235
-75	-216
0	0
-75	216
-46	235
-269	228
78	461
601	-371
285	-354
403	491
0	-399
-99	-184
370	560
-257	-347
-394	-532
-307	-229
-322	80
-28	85
0	-384
-59	36
-452	-415
-361	-1022
-117	-95
180	78
524	83
-237	253
0	-143
571	94
55	41
-217	-110
-590	386
-92	-6
609	-410
248	56
0	0
248	-56
609	410
-92	6
-590	-386
-217	110
55	-41
571	-94
0	143
-237	-253
524	-83
180	-78
-117	95
-361	1022
-452	415
-59	-36
0	384
-28	-85
-322	-80
-307	229
-394	532
-257	347
370	-560
-99	184
0	399
403	-491
285	354
601	371
78	-461
-269	-228
-46	-235
-75	-216
128	128
-468	-87
-232	-354
-355	-1017
-755	-184
0	163
591	135
125	-98
-202	-474
76	209
304	-168
38	-97
-71	573
180	162
99	435
17	515
128	0
17	-515
99	-435
180	-162
-71	-573
38	97
304	168
76	-209
-202	474
125	98
591	-135
0	-163
-755	184
-355	1017
-232	354
-468	87
128	-128
267	-121
-69	744
0	206
-224	109
69	103
499	-275
-426	312
-565	-293
224	-523
-159	390
-109	114
539	-136
174	223
-9	316
183	195
128	0
183	-195
-9	-316
174	-223
539	136
-109	-114
-159	-390
224	523
-565	293
-426	-312
499	275
69	-103
-224	-109
0	-206
-69	-744
267	121
128	128
-468	-87
-232	-354
-355	-1017
-755	-184
0	163
591	135
125	-98
-202	-474
76	209
304	-168
38	-97
-71	573
180	162
99	435
17	515
-896	128
-84	998
-23	423
-130	-86
149	146
-30	365
39	145
306	87
256	59
-124	-5
-85	573
295	47
204	-354
110	176
-73	-107
-359	-41
-384	0
-359	41
-73	107
110	-176
204	354
295	-47
-85	-573
-124	5
256	-59
306	-87
39	-145
-30	-365
149	-146
-130	86
-23	-423
-84	-998
-896	-128
-91	94
440	-167
-206	241
287	-146
35	-136
-122	-401
716	-393
256	964
-64	572
-193	-317
-466	31
-129	354
-331	129
18	-148
424	260
128	0
424	-260
18	148
-331	-129
-129	-354
-466	-31
-193	317
-64	-572
256	-964
716	393
-122	401
35	136
287	146
-206	-241
440	167
-91	-94
-896	128
-84	998
-23	423
-130	-86
149	146
-30	365
39	145
306	87
256	59
-124	-5
-85	573
295	47
204	-354
110	176
-73	-107
-359	-41
896	-128
14	72
44	134
209	94
-463	297
115	-17
103	-250
-172	673
-53	218
85	-554
455	506
359	538
245	-47
53	40
31	81
78	405
-128	0
78	-405
31	-81
53	-40
245	47
359	-538
455	-506
85	554
-53	-218
-172	-673
103	250
115	17
-463	-297
209	-94
44	-134
14	-72
896	128
-200	56
-502	-36
55	442
-48	395
21	113
-591	486
-350	168
309	37
242	214
394	-270
-23	-208
-757	-283
-792	-293
64	16
304	-433
-128	0
304	433
64	-16
-792	293
-757	283
-23	208
394	270
242	-214
309	-37
-350	-168
-591	-486
21	-113
-48	-395
55	-442
-502	36
-200	-56
896	-128
14	72
44	134
209	94
-463	297
115	-17
103	-250
-172	673
-53	218
85	-554
455	506
359	538
245	-47
53	40
31	81
78	405
256	512
-6	-15
78	-636
-93	306
-57	239
-67	-393
12	54
289	199
655	-181
311	-234
-260	-182
-43	-140
66	-114
-122	-121
-620	-146
-458	-175
128	0
-458	175
-620	146
-122	121
66	114
-43	140
-260	182
311	234
655	181
289	-199
12	-54
-67	393
-57	-239
-93	-306
78	636
-6	15
256	-512
591	547
236	483
315	-3
-17	378
-129	40
-309	-12
-988	563
112	181
387	-144
44	-137
240	-293
-504	220
-99	343
-206	-369
-125	-433
896	0
-125	433
-206	369
-99	-343
-504	-220
240	293
44	137
387	144
112	-181
-988	-563
-309	12
-129	-40
-17	-378
315	3
236	-483
591	-547
256	512
-6	-15
78	-636
-93	306
-57	239
-67	-393
12	54
289	199
655	-181
311	-234
-260	-182
-43	-140
66	-114
-122	-121
-620	-146
-458	-175
512	-256
123	-262
106	181
365	491
57	86
-143	-402
165	68
229	-73
143	-618
90	447
-472	418
-799	-348
-66	205
376	202
-43	-74
34	98
384	0
34	-98
-43	74
376	-202
-66	-205
-799	348
-472	-418
90	-447
143	618
229	73
165	-68
-143	402
57	-86
365	-491
106	-181
123	262
512	256
157	148
-460	-27
-281	586
17	893
-141	-184
-185	-110
-155	-31
-399	106
-442	644
-20	-99
414	289
504	262
209	-44
-114	590
-37	-462
128	0
-37	462
-114	-590
209	44
504	-262
414	-289
-20	99
-442	-644
-399	-106
-155	31
-185	110
-141	184
17	-893
-281	-586
-460	27
157	-148
512	-256
123	-262
106	181
365	491
57	86
-143	-402
165	68
229	-73
143	-618
90	447
-472	418
-799	-348
-66	205
376	202
-43	-74
34	98
384	-256
-206	-338
-159	-272
422	-303
170	-521
247	-322
317	-501
-68	-103
-527	618
-417	-143
-177	-308
382	656
823	561
-334	-189
-449	-72
-61	439
-512	0
-61	-439
-449	72
-334	189
823	-561
382	-656
-177	308
-417	143
-527	-618
-68	103
317	501
247	322
170	521
422	303
-159	272
-206	338
384	256
111	37
353	-317
-73	138
-457	9
350	-160
296	618
233	6
15	-106
-304	565
-73	-85
-145	11
-24	-49
-126	-573
-106	-5
-9	78
-256	0
-9	-78
-106	5
-126	573
-24	49
-145	-11
-73	85
-304	-565
15	106
233	-6
296	-618
350	160
-457	-9
-73	-138
353	317
111	-37
384	-256
-206	-338
-159	-272
422	-303
170	-521
247	-322
317	-501
-68	-103
-527	618
-417	-143
-177	-308
382	656
823	561
-334	-189
-449	-72
-61	439
512	128
368	-408
162	-534
-453	196
-325	66
30	-157
-248	8
303	314
618	549
143	323
112	403
157	18
-88	17
-229	435
115	58
350	208
256	0
350	-208
115	-58
-229	-435
-88	-17
157	-18
112	-403
143	-323
618	-549
303	-314
-248	-8
30	157
-325	-66
-453	-196
162	534
368	408
512	-128
-9	-4
-301	589
72	429
-186	-504
-21	-214
-85	-287
-390	-68
-106	730
-447	-393
221	-320
779	594
-423	57
-336	151
23	358
-317	86
-256	0
-317	-86
23	-358
-336	-151
-423	-57
779	-594
221	320
-447	393
-106	-730
-390	68
-85	287
-21	214
-186	504
72	-429
-301	-589
-9	4
512	128
368	-408
162	-534
-453	196
-325	66
30	-157
-248	8
303	314
618	549
143	323
112	403
157	18
-88	17
-229	435
115	58
350	208
-128	896
-160	30
-331	-184
-581	-266
-346	246
350	385
122	41
100	255
512	-90
-172	3
-515	300
-181	-12
-165	-79
110	-147
293	130
413	484
640	0
413	-484
293	-130
110	147
-165	79
-181	12
-515	-300
-172	-3
512	90
100	-255
122	-41
350	-385
-346	-246
-581	266
-331	184
-160	-30
-128	-896
-299	-376
-101	476
-167	-106
-346	9
142	-57
252	-418
343	-264
512	90
5	-52
140	-315
357	656
-165	-176
-30	-933
139	523
-230	155
-384	0
-230	-155
139	-523
-30	933
-165	176
357	-656
140	315
5	52
512	-90
343	264
252	418
142	57
-346	-9
-167	106
-101	-476
-299	376
-128	896
-160	30
-331	-184
-581	-266
-346	246
350	385
122	41
100	255
512	-90
-172	3
-515	300
-181	-12
-165	-79
110	-147
293	130
413	484
256	512
161	111
-311	-331
129	373
320	22
-267	-435
-15	-410
-126	-179
-143	106
132	-171
117	87
147	446
-153	200
66	456
25	562
-161	86
128	0
-161	-86
25	-562
66	-456
-153	-200
147	-446
117	-87
132	171
-143	-106
-126	179
-15	410
-267	435
320	-22
129	-373
-311	331
161	-111
256	-512
-57	261
-361	-120
269	-155
222	-172
-663	-636
-157	193
301	-135
399	-618
250	-57
-94	-816
-51	-487
-389	673
-354	69
-225	-502
223	-352
896	0
223	352
-225	502
-354	-69
-389	-673
-51	487
-94	816
250	57
399	618
301	135
-157	-193
-663	636
222	172
269	155
-361	120
-57	-261
256	512
161	111
-311	-331
129	373
320	22
-267	-435
-15	-410
-126	-179
-143	106
132	-171
117	87
147	446
-153	200
66	456
25	562
-161	86
384	768
41	309
-606	-55
0	610
278	-225
-11	-145
618	585
737	-134
271	-437
0	-246
-150	141
-180	306
-306	364
-163	326
-57	-44
-349	229
-512	0
-349	-229
-57	44
-163	-326
-306	-364
-180	-306
-150	-141
0	246
271	437
737	134
618	-585
-11	145
278	225
0	-610
-606	55
41	-309
384	-768
429	-82
146	98
-404	312
-97	-30
-84	-502
-20	-70
-29	393
-271	-74
684	-479
276	11
-725	-246
125	-108
120	280
-206	-274
-66	36
-256	0
-66	-36
-206	274
120	-280
125	108
-725	246
276	-11
684	479
-271	74
-29	-393
-20	70
-84	502
-97	30
-404	-312
146	-98
429	82
384	768
41	309
-606	-55
0	610
278	-225
-11	-145
618	585
737	-134
271	-437
0	-246
-150	141
-180	306
-306	364
-163	326
-57	-44
-349	229
-128	-256
197	-197
-343	124
-739	-30
-369	340
-129	-39
345	-195
574	52
218	-234
-262	122
-243	-26
-164	142
-507	438
-310	-550
-3	-312
-166	542
-256	0
-166	-542
-3	312
-310	550
-507	-438
-164	-142
-243	26
-262	-122
218	234
574	-52
345	195
-129	39
-369	-340
-739	30
-343	-124
197	197
-128	256
446	-200
300	-84
-432	35
731	202
831	-266
170	-375
445	416
37	490
47	-165
90	-544
-119	63
145	104
-383	43
-316	352
164	-428
0	0
164	428
-316	-352
-383	-43
145	-104
-119	-63
90	544
47	165
37	-490
445	-416
170	375
831	266
731	-202
-432	-35
300	84
446	200
-128	-256
197	-197
-343	124
-739	-30
-369	340
-129	-39
345	-195
574	52
218	-234
-262	122
-243	-26
-164	142
-507	438
-310	-550
-3	-312
-166	542
0	0
-92	183
213	226
132	61
309	-313
484	-75
410	372
513	-83
15	-671
-324	-186
-74	129
-689	241
-692	61
320	-492
39	-430
-239	-321
128	0
-239	321
39	430
320	492
-692	-61
-689	-241
-74	-129
-324	186
15	671
513	83
410	-372
484	75
309	313
132	-61
213	-226
-92	-183
0	0
317	872
0	372
-135	-237
-203	494
-227	86
360	-108
202	168
-527	415
-195	326
176	-589
-40	216
74	119
155	-685
-102	305
-181	-15
-128	0
-181	15
-102	-305
155	685
74	-119
-40	-216
176	589
-195	-326
-527	-415
202	-168
360	108
-227	-86
-203	-494
-135	237
0	-372
317	-872
0	0
-92	183
213	226
132	61
309	-313
484	-75
410	372
513	-83
15	-671
-324	-186
-74	129
-689	241
-692	61
320	-492
39	-430
-239	-321
-128	128
-29	-406
96	-393
498	268
48	-213
-174	-489
-297	-46
-244	-162
0	90
-268	377
-348	119
-69	43
-243	-204
-791	-90
-236	30
590	-486
640	0
590	486
-236	-30
-791	90
-243	204
-69	-43
-348	-119
-268	-377
0	-90
-244	162
-297	46
-174	489
48	213
498	-268
96	393
-29	406
-128	-128
-40	132
698	212
-193	-294
-229	-254
301	327
-439	-134
89	-822
0	-90
-246	346
361	61
219	-189
424	-775
209	-343
165	150
148	-551
-384	0
148	551
165	-150
209	343
424	775
219	189
361	-61
-246	-346
0	90
89	822
-439	134
301	-327
-229	254
-193	294
698	-212
-40	-132
-128	128
-29	-406
96	-393
498	268
48	-213
-174	-489
-297	-46
-244	-162
0	90
-268	377
-348	119
-69	43
-243	-204
-791	-90
-236	30
590	-486
-384	-256
96	-165
43	-34
-407	156
-434	250
144	-478
-229	-496
-296	192
196	-362
321	-224
225	456
-440	7
-225	348
489	460
227	-426
89	-275
256	0
89	275
227	426
489	-460
-225	-348
-440	-7
225	-456
321	224
196	362
-296	-192
-229	496
144	478
-434	-250
-407	-156
43	34
96	165
-384	256
-273	529
687	684
200	111
-2	111
78	189
-404	-350
-99	117
-708	362
-399	-411
559	-279
20	96
150	13
-86	199
-84	53
560	-305
512	0
560	305
-84	-53
-86	-199
150	-13
20	-96
559	279
-399	411
-708	-362
-99	-117
-404	350
78	-189
-2	-111
200	-111
687	-684
-273	-529
-384	-256
96	-165
43	-34
-407	156
-434	250
144	-478
-229	-496
-296	192
196	-362
321	-224
225	456
-440	7
-225	348
489	460
227	-426
89	-275
-128	128
334	51
134	-399
135	-224
-150	2
330	206
865	364
-432	-409
-128	-399
108	366
-744	-137
-202	-394
72	150
194	48
-193	60
-271	385
384	0
-271	-385
-193	-60
194	-48
72	-150
-202	394
-744	137
108	-366
-128	399
-432	409
865	-364
330	-206
-150	-2
135	224
134	399
334	-51
-128	-128
-51	152
281	561
208	832
44	434
-258	351
138	-25
158	-615
-128	143
-197	232
-258	-397
491	-63
545	-225
-176	-154
-222	251
-373	-304
-640	0
-373	304
-222	-251
-176	154
545	225
491	63
-258	397
-197	-232
-128	-143
158	615
138	25
-258	-351
44	-434
208	-832
281	-561
-51	-152
-128	128
334	51
134	-399
135	-224
-150	2
330	206
865	364
-432	-409
-128	-399
108	366
-744	-137
-202	-394
72	150
194	48
-193	60
-271	385
-256	128
-374	201
-60	-432
199	-722
298	-25
-407	-172
-146	-337
-127	92
-181	-293
358	-181
-284	697
-121	308
409	-350
-414	-2
-508	309
-32	192
0	0
-32	-192
-508	-309
-414	2
409	350
-121	-308
-284	-697
358	181
-181	293
-127	-92
-146	337
-407	172
298	25
199	722
-60	432
-374	-201
-256	-128
271	-168
-391	243
121	524
575	-261
126	-457
363	-224
-116	-622
181	-474
248	209
-444	337
40	-103
-259	-448
-268	-84
448	75
497	-325
512	0
497	325
448	-75
-268	84
-259	448
40	103
-444	-337
248	-209
181	474
-116	622
363	224
126	457
575	261
121	-524
-391	-243
271	168
-256	128
-374	201
-60	-432
199	-722
298	-25
-407	-172
-146	-337
-127	92
-181	-293
358	-181
-284	697
-121	308
409	-350
-414	-2
-508	309
-32	192
-256	256
-139	-106
187	155
280	-345
322	-643
-364	359
